   DATE         TIME     LAT.   LONG.  DEPTH    MAGNITUDE            
                   (GMT)    (N)    (E)    (km)       (Local)           
 2018 JUN 24   17 43 25.2 38.6990 20.6197    8         2.1
 2018 JUN 24   17 59 14.7 40.5377 20.0143    8         2.5
 2018 JUN 24   21 06 22.0 38.3897 21.9265    6         1.4
 2018 JUN 24   21 55 29.3 36.0548 21.5740   12         1.8
 2018 JUN 24   22 07 36.8 39.1178 21.5798   25         1.0
 2018 JUN 24   22 33 54.0 36.8518 24.1265    9         2.2
 2018 JUN 24   22 45 39.6 39.2743 20.1984   10         2.2
 2018 JUN 25   00 15 46.6 41.3297 25.3207   14         1.9
 2018 JUN 25   01 22 01.7 35.3287 23.5978   11         2.3
 2018 JUN 25   01 26 39.2 38.5530 22.4643   12         1.7
 2018 JUN 25   02 09 48.5 41.8285 23.2707   10         1.3
 2018 JUN 25   03 21 46.9 38.7618 20.9390   18         1.9
 2018 JUN 25   03 49 20.8 38.4185 22.5940   90         2.6
 2018 JUN 25   04 28 31.5 41.2262 20.9528    7         2.3
 2018 JUN 25   04 43 23.0 36.5275 23.9822   86         2.2
 2018 JUN 25   05 14 47.2 36.6833 21.3745    5         5.2
 2018 JUN 25   05 22 52.2 36.6417 21.4250    8         2.7
 2018 JUN 25   05 35 23.7 36.6550 21.3364    7         2.6
 2018 JUN 25   06 27 17.9 36.7126 21.2952   13         2.7
 2018 JUN 25   06 28 30.8 36.7893 21.2593    8         2.4
 2018 JUN 25   07 02 16.7 36.7337 21.3510    9         3.0
 2018 JUN 25   07 29 53.0 36.6818 21.4458    6         2.2
 2018 JUN 25   07 49 44.7 36.7085 21.3597    5         2.8
 2018 JUN 25   08 06 26.7 36.7777 21.4523    8         2.6
 2018 JUN 25   08 21 55.6 40.7080 23.3213    7         4.2
 2018 JUN 25   08 24 06.0 40.7185 23.2973    8         3.6
 2018 JUN 25   08 31 20.7 36.7440 21.3182    7         2.6
 2018 JUN 25   08 39 41.5 36.7447 21.3510   12         3.2
 2018 JUN 25   08 42 21.3 37.4323 28.1443    6         3.1
 2018 JUN 25   08 45 04.9 40.2117 25.1725   14         3.0
 2018 JUN 25   09 08 16.3 40.7123 23.3063   10         2.3
 2018 JUN 25   09 14 08.4 38.7657 20.6375    8         2.4
 2018 JUN 25   09 27 50.7 40.7185 23.2858   11         1.5
 2018 JUN 25   10 19 49.7 36.7523 21.4793    7         2.3
 2018 JUN 25   10 26 22.5 36.7555 21.3682    9         2.6
 2018 JUN 25   10 31 38.7 36.6119 21.3300    9         2.9
 2018 JUN 25   10 34 16.6 38.8202 21.9558   17         1.7
 2018 JUN 25   10 34 42.1 36.7200 21.2659    8         2.1
 2018 JUN 25   11 14 29.8 38.4695 20.5382   15         1.7
 2018 JUN 25   11 34 48.1 36.6943 21.3428   13         3.8
 2018 JUN 25   12 45 50.2 36.6742 21.3263   11         3.6
 2018 JUN 25   12 53 08.1 36.6724 21.2915    6         1.9
 2018 JUN 25   13 11 28.8 36.7177 21.3657    7         2.3
 2018 JUN 25   13 12 35.5 39.3507 23.7272   13         2.2
 2018 JUN 25   14 06 45.9 39.3478 23.7590   14         2.9
 2018 JUN 25   14 20 35.1 39.3600 23.6927   15         2.1
 2018 JUN 25   14 51 37.3 36.7522 21.3688    7         2.3
 2018 JUN 25   16 16 27.2 34.7314 25.3564    6         2.3
 2018 JUN 25   16 27 07.9 40.0698 21.2483   21         1.3
 2018 JUN 25   16 44 03.0 38.1660 22.1073   64         2.2
 2018 JUN 25   16 50 37.9 38.3770 20.5030   11         1.8
 2018 JUN 25   17 00 31.7 36.6440 21.3955    7         2.5
 2018 JUN 25   17 32 26.4 36.6902 21.3345    5         2.3
 2018 JUN 25   17 38 06.9 36.7143 21.3347   16         2.0
 2018 JUN 25   17 44 06.6 36.7552 21.2802   14         2.2
 2018 JUN 25   17 48 38.8 36.6422 21.4078   12         3.6
 2018 JUN 25   18 49 55.8 34.5502 25.2264   13         2.5
 2018 JUN 25   18 58 31.3 39.8242 24.4375   26         1.8
 2018 JUN 25   19 02 27.1 40.6075 23.8147   15         2.0
 2018 JUN 25   19 02 29.4 36.7047 21.3817    9         3.4
 2018 JUN 25   19 13 05.7 37.3852 20.5815    7         2.8
 2018 JUN 25   19 34 01.7 36.8222 21.4260   13         2.1
 2018 JUN 25   20 07 48.3 38.7440 21.0790   10         2.0
 2018 JUN 25   20 10 12.6 37.3636 20.4904    6         2.4
 2018 JUN 25   20 21 10.5 38.7323 21.0615   18         1.2
 2018 JUN 25   20 26 47.6 38.7818 21.0613   15         1.7
 2018 JUN 25   20 27 04.3 36.4663 29.2285   10         2.7
 2018 JUN 25   20 28 21.7 38.6545 21.0495   24         1.3
 2018 JUN 25   21 19 48.0 38.7262 21.0775   13         1.7
 2018 JUN 25   22 52 51.8 36.6892 21.3590   10         2.5
 2018 JUN 25   23 33 30.9 38.7292 22.5218    9         2.7
 2018 JUN 26   00 00 24.8 38.7447 21.0805   12         2.3
 2018 JUN 26   00 24 07.7 36.6696 21.3510    8         2.7
 2018 JUN 26   01 41 07.0 36.6302 21.4215    8         2.7
 2018 JUN 26   02 01 59.6 39.0798 23.2115    7         2.0
 2018 JUN 26   02 07 13.9 38.7088 21.0658   11         1.8
 2018 JUN 26   03 14 35.2 36.9820 21.1913   12         2.4
 2018 JUN 26   03 55 01.5 37.3260 20.4913    7         2.7
 2018 JUN 26   05 14 28.1 36.7818 21.3477    8         2.6
 2018 JUN 26   05 24 02.2 36.7550 21.3807    7         2.8
 2018 JUN 26   07 00 53.1 38.8018 23.4208    8         2.3
 2018 JUN 26   07 17 12.3 36.7282 21.3565    9         2.3
 2018 JUN 26   08 22 28.7 36.1661 23.4769   14         3.0
 2018 JUN 26   08 42 32.8 38.7087 21.0933   11         1.8
 2018 JUN 26   09 39 40.8 38.8195 21.8243   12         1.5
 2018 JUN 26   11 17 49.2 36.7485 21.3573    8         2.8
 2018 JUN 26   16 19 37.4 38.5422 24.1167   18         2.0
 2018 JUN 26   16 52 32.8 38.4083 22.2273   15         1.5
 2018 JUN 26   16 56 24.0 38.4228 22.2573   12         1.9
 2018 JUN 26   17 26 12.6 39.1265 23.1923    9         2.0
 2018 JUN 26   17 42 26.9 38.9248 27.2205   16         2.2
 2018 JUN 26   18 22 27.0 36.6867 21.3648    8         2.3
 2018 JUN 26   18 44 22.5 41.7188 23.7365   10         2.4
 2018 JUN 26   18 51 28.9 38.4082 22.0020   11         1.3
 2018 JUN 26   19 17 49.5 38.6037 23.9919   14         2.0
 2018 JUN 26   19 19 09.9 39.1447 23.1695   13         2.1
 2018 JUN 26   19 59 38.8 38.5482 24.0930   28         1.9
 2018 JUN 26   20 01 07.5 38.5085 24.1373   17         2.3
 2018 JUN 26   20 32 18.6 39.2783 20.9860   45         1.5
 2018 JUN 26   20 48 46.6 34.9912 23.1455   12         3.8
 2018 JUN 26   21 18 21.5 38.2471 22.1631    8         2.5
 2018 JUN 26   21 51 36.9 39.5693 25.9653    9         1.9
 2018 JUN 26   22 31 48.8 36.5618 25.4557    9         2.4
 2018 JUN 26   23 21 17.9 39.0808 23.2078   11         3.0
 2018 JUN 26   23 37 52.2 40.0747 22.7533    9         3.1
 2018 JUN 27   00 04 49.7 40.1052 22.6860    8         1.3
 2018 JUN 27   01 00 49.2 38.8187 26.3928   10         4.0
 2018 JUN 27   01 33 02.5 38.8283 26.3840   10         1.8
 2018 JUN 27   01 37 05.5 36.6779 21.4032   13         3.3
 2018 JUN 27   01 42 08.6 38.8255 26.4567   11         2.6
 2018 JUN 27   02 17 54.2 38.8432 26.3935   14         2.4
 2018 JUN 27   03 01 23.0 39.5115 28.1100   14         2.5
 2018 JUN 27   03 03 05.5 39.0708 23.1948    9         2.6
 2018 JUN 27   03 03 32.8 36.4573 27.3363   17         1.9
 2018 JUN 27   03 10 57.4 40.1889 22.4149    8         2.3
 2018 JUN 27   04 45 09.4 38.8350 26.4525    8         2.5
 2018 JUN 27   05 19 18.3 35.1363 25.4127    9         2.7
 2018 JUN 27   05 38 12.0 38.8222 26.4375   12         3.0
 2018 JUN 27   06 14 13.5 39.2230 20.3741   46         2.1
 2018 JUN 27   07 29 13.2 36.6623 21.3217    8         2.6
 2018 JUN 27   08 19 53.3 42.1073 25.3568    6         1.9
 2018 JUN 27   08 58 53.4 38.8297 21.2495   15         1.7
 2018 JUN 27   09 03 58.1 40.4190 21.8477   10         1.8
 2018 JUN 27   09 06 25.8 37.7792 21.2943   26         2.4
 2018 JUN 27   09 18 00.4 37.8781 22.8781    8         1.5
 2018 JUN 27   10 18 19.0 38.6075 23.9482    8         2.2
 2018 JUN 27   12 02 34.5 36.6202 21.4096    7         2.5
 2018 JUN 27   14 45 31.5 38.7383 20.5905    7         1.9
 2018 JUN 27   15 11 21.4 35.5160 22.9025   17         2.1
 2018 JUN 27   15 18 14.0 34.9302 23.0648   20         3.0
 2018 JUN 27   15 38 01.9 36.7188 21.3710    8         2.2
 2018 JUN 27   16 00 05.5 35.5307 23.2571    9         3.4
 2018 JUN 27   17 21 34.8 37.0608 21.4305   12         1.9
 2018 JUN 27   17 22 21.7 36.7202 21.3848   10         2.0
 2018 JUN 27   19 00 48.9 37.2084 21.3780   14         3.0
 2018 JUN 27   19 20 09.5 40.5029 21.1670    6         3.3
 2018 JUN 27   20 11 32.6 36.6650 21.4014   13         2.3
 2018 JUN 27   20 39 16.0 38.6207 23.9085    8         2.8
 2018 JUN 27   20 50 05.4 36.6943 21.3721   10         2.7
 2018 JUN 27   21 06 03.2 36.6943 21.3135   10         2.5
 2018 JUN 27   21 07 43.3 36.6688 21.3850    6         2.5
 2018 JUN 27   23 34 10.4 37.2328 21.4105    9         2.5
 2018 JUN 27   23 53 47.5 36.6872 21.3948    5         2.1
 2018 JUN 28   01 17 31.9 37.2047 21.4000   20         1.3
 2018 JUN 28   01 50 07.2 36.6530 21.4742    6         2.5
 2018 JUN 28   04 06 41.3 40.9145 23.9343   10         1.4
 2018 JUN 28   04 16 23.5 36.6802 21.4400    6         1.9
 2018 JUN 28   05 17 26.2 37.7962 20.9738   12         1.6
 2018 JUN 28   05 31 58.8 39.4785 22.7555   27         1.7
 2018 JUN 28   06 05 29.6 40.3480 23.9817   12         1.5
 2018 JUN 28   07 59 32.0 36.6328 21.4438    9         3.4
 2018 JUN 28   11 24 24.4 37.8983 22.6083   11         2.0
 2018 JUN 28   14 37 03.6 34.7862 22.9350   11         3.0
 2018 JUN 28   15 44 06.8 38.6805 28.0863  111         3.1
 2018 JUN 28   17 02 12.5 39.1867 19.9442   16         1.9
 2018 JUN 28   17 20 45.3 37.5597 20.9217   19         2.0
 2018 JUN 28   18 34 08.4 38.7740 27.9500   29         2.6
 2018 JUN 28   20 56 16.7 36.6255 21.4107    7         3.2
 2018 JUN 28   20 59 21.7 36.6580 21.3985    9         3.0
 2018 JUN 28   21 38 44.1 38.7482 20.6717   14         1.9
 2018 JUN 28   21 53 01.1 36.8033 21.4017    9         2.0
 2018 JUN 28   22 29 03.2 36.5748 25.5508   24         2.4
 2018 JUN 28   23 20 06.1 38.5903 27.8035   26         2.7
 2018 JUN 28   23 42 35.9 38.6097 23.8912   16         1.7
 2018 JUN 28   23 42 46.7 36.7588 21.4140   14         1.6
 2018 JUN 29   02 54 16.9 38.3465 22.5042   14         1.9
 2018 JUN 29   03 54 14.3 39.8013 25.4557   13         1.8
 2018 JUN 29   05 37 07.6 38.3443 22.4972   15         1.6
 2018 JUN 29   08 40 20.4 38.8572 26.1202   16         2.7
 2018 JUN 29   11 09 39.5 38.0410 23.6543   12         1.3
 2018 JUN 29   11 26 19.6 38.5367 20.4902   14         1.1
 2018 JUN 29   11 35 00.1 36.4307 21.1670    9         2.6
 2018 JUN 29   11 46 19.0 36.6083 21.4215   11         2.3
 2018 JUN 29   12 25 29.5 38.2581 22.1741   12         1.2
 2018 JUN 29   12 42 27.8 37.3183 23.4488    7         1.7
 2018 JUN 29   13 16 26.0 37.2032 23.3972   10         1.4
 2018 JUN 29   13 50 59.0 37.3313 23.5420    5         1.1
 2018 JUN 29   14 44 02.1 37.3187 23.6028   11         1.3
 2018 JUN 29   15 13 47.2 38.7396 20.7513   14         0.7
 2018 JUN 29   16 10 56.9 36.7317 21.3787    6         3.1
 2018 JUN 29   19 24 38.9 36.7457 21.3662    8         2.2
 2018 JUN 29   19 31 16.0 37.3165 23.3693   14         1.9
 2018 JUN 29   19 35 08.4 39.9500 20.8557    9         1.6
 2018 JUN 29   19 37 31.9 39.8758 20.9354    8         1.9
 2018 JUN 29   20 19 35.1 36.7401 21.2494    6         2.1
 2018 JUN 29   21 35 57.8 38.5643 23.9433    8         1.6
 2018 JUN 29   22 40 11.3 36.6733 21.3900    6         3.2
 2018 JUN 29   23 07 24.7 41.7300 23.2858    8         1.5
 2018 JUN 29   23 09 24.5 36.2997 22.7554    9         3.0
 2018 JUN 29   23 23 03.5 35.9600 22.0788    6         2.1
 2018 JUN 29   23 26 12.2 41.0848 23.3337   10         1.1
 2018 JUN 29   23 27 02.8 36.7117 21.3320    5         1.6
 2018 JUN 30   00 10 01.3 39.9765 21.9608    8         1.4
 2018 JUN 30   00 27 30.1 36.7867 21.3583    9         1.7
 2018 JUN 30   00 31 32.2 34.5948 23.9622   22         2.8
 2018 JUN 30   00 36 17.3 36.6898 21.4481    9         3.8
 2018 JUN 30   00 49 36.3 41.1637 23.5202    7         1.5
 2018 JUN 30   00 55 04.2 36.7099 21.3693    6         3.3
 2018 JUN 30   00 59 52.9 36.6647 21.4123    5         2.2
 2018 JUN 30   01 00 33.4 38.3043 22.0955    8         2.1
 2018 JUN 30   01 56 41.4 35.0985 24.1577   28         2.0
 2018 JUN 30   01 56 58.6 37.3627 20.3375    6         3.5
 2018 JUN 30   02 21 23.1 38.3818 22.2165    8         2.5
 2018 JUN 30   04 01 29.2 36.7172 21.2906    6         2.1
 2018 JUN 30   04 01 52.8 40.4697 23.6177    8         1.4
 2018 JUN 30   04 07 58.0 36.4357 21.9603    5         2.3
 2018 JUN 30   04 13 02.6 38.7132 20.6675   10         1.0
 2018 JUN 30   04 23 29.7 37.3563 20.3806    8         2.3
 2018 JUN 30   04 57 14.7 38.2950 22.0678   12         1.7
 2018 JUN 30   05 48 41.7 36.6135 21.3940    6         2.9
 2018 JUN 30   06 00 18.4 38.3902 20.4333   10         1.6
 2018 JUN 30   06 00 38.2 40.4730 23.6057    7         1.8
 2018 JUN 30   06 26 17.9 39.2035 20.9013   13         1.9
 2018 JUN 30   06 40 49.3 39.2805 20.2743    8         2.0
 2018 JUN 30   09 40 10.6 38.0957 23.8890   13         1.7
 2018 JUN 30   11 14 34.5 37.3438 23.9782   18         1.8
 2018 JUN 30   12 07 04.2 38.6261 23.1464   15         1.6
 2018 JUN 30   13 31 11.2 39.0083 23.5392    9         1.8
 2018 JUN 30   13 35 30.3 35.7758 27.9430    7         2.4
 2018 JUN 30   13 45 35.4 36.6520 21.3573    6         2.4
 2018 JUN 30   14 03 44.1 38.6890 22.8020   10         1.6
 2018 JUN 30   14 40 55.1 37.5156 20.5051   11         2.0
 2018 JUN 30   15 18 08.6 39.3630 23.9098   13         2.1
 2018 JUN 30   17 32 10.1 38.6916 21.2517   18         2.5
 2018 JUN 30   18 38 40.7 37.4057 20.4007    6         2.7
 2018 JUN 30   19 29 55.5 37.4018 23.2138    7         1.7
 2018 JUN 30   20 21 25.1 38.4713 20.5415   16         1.5
 2018 JUN 30   22 54 02.8 36.2865 27.7340   17         2.3
 2018 JUL  1   00 45 36.4 37.6575 19.7131    4         1.8
 2018 JUL  1   01 13 57.4 38.6452 23.4005    9         2.2
 2018 JUL  1   01 18 48.8 36.6198 21.3740    7         2.1
 2018 JUL  1   02 05 15.8 38.4098 22.4573    7         1.5
 2018 JUL  1   02 56 24.9 36.7078 21.4182   16         1.8
 2018 JUL  1   02 58 23.0 37.3488 24.0362    5         2.5
 2018 JUL  1   03 36 42.8 38.9627 21.9805   16         1.5
 2018 JUL  1   03 39 35.1 38.0333 22.9398    6         1.8
 2018 JUL  1   03 51 23.7 36.7248 21.5157    9         1.9
 2018 JUL  1   04 09 33.7 35.8933 26.6087   23         1.9
 2018 JUL  1   04 27 38.4 40.0022 20.6425   30         1.7
 2018 JUL  1   05 39 44.5 36.6586 21.3492    8         3.7
 2018 JUL  1   05 45 45.2 36.7408 21.3468    8         2.3
 2018 JUL  1   06 40 00.5 36.7108 21.4462    8         2.3
 2018 JUL  1   06 58 37.6 36.6832 21.3585    7         2.2
 2018 JUL  1   07 05 38.1 38.6890 22.5967   16         1.7
 2018 JUL  1   08 28 36.1 39.0987 21.6715   20         1.4
 2018 JUL  1   09 13 19.2 38.5270 23.4398    9         1.9
 2018 JUL  1   10 38 59.2 39.5692 25.9508   10         2.1
 2018 JUL  1   12 13 39.7 39.5182 24.0783   12         3.1
 2018 JUL  1   14 35 56.4 37.6840 19.9832    6         2.1
 2018 JUL  1   14 54 00.6 38.3427 21.8023   10         1.9
 2018 JUL  1   15 10 10.1 40.1318 21.6108    7         1.5
 2018 JUL  1   17 41 27.6 38.7533 25.5795   14         2.4
 2018 JUL  1   17 55 42.0 38.3577 22.4998   13         1.5
 2018 JUL  1   18 54 37.4 38.4205 20.4827   14         1.4
 2018 JUL  1   20 56 16.9 36.6777 21.3753    8         2.3
 2018 JUL  1   21 28 17.3 38.2393 20.6017   16         2.5
 2018 JUL  1   21 29 43.3 38.2378 20.6090   14         2.5
 2018 JUL  1   21 40 55.5 36.8318 21.6888   14         1.8
 2018 JUL  1   22 02 39.4 38.3075 21.7882   14         1.1
 2018 JUL  1   22 07 49.1 37.3618 24.0097   24         1.2
 2018 JUL  1   22 20 06.8 37.6730 23.9310   12         1.1
 2018 JUL  1   22 31 19.0 38.0537 20.6118   25         2.5
 2018 JUL  1   22 52 17.7 36.6559 21.3409    8         3.6
 2018 JUL  1   23 02 14.6 38.2283 20.6168   17         1.2
 2018 JUL  1   23 02 17.4 36.7400 21.3362   13         1.8
 2018 JUL  1   23 07 26.5 36.6682 21.3788    7         2.0
 2018 JUL  1   23 34 02.7 36.6737 21.3453   10         1.7
 2018 JUL  1   23 34 38.2 37.7582 23.8568   14         1.2
 2018 JUL  1   23 37 28.5 36.6767 21.3432    9         1.9
 2018 JUL  1   23 53 57.5 38.7090 20.5937   11         1.7
 2018 JUL  1   23 55 13.1 39.6385 25.5410   16         1.6
 2018 JUL  2   00 19 15.4 35.7800 25.5510   14         2.6
 2018 JUL  2   00 26 21.9 37.7747 23.8458    6         1.2
 2018 JUL  2   00 41 19.8 38.7613 25.5468    8         1.6
 2018 JUL  2   01 39 20.9 35.2198 23.0063   18         1.8
 2018 JUL  2   01 55 28.1 40.2363 23.1035    7         2.3
 2018 JUL  2   02 04 43.4 37.8717 23.6858    5         1.4
 2018 JUL  2   02 29 04.7 39.6345 25.5298   14         1.8
 2018 JUL  2   02 49 40.1 38.6138 23.9178   12         1.4
 2018 JUL  2   04 09 52.6 39.6038 26.0628    6         1.7
 2018 JUL  2   05 27 21.5 34.2288 25.2030   12         3.2
 2018 JUL  2   08 06 25.5 39.2103 21.0025   18         1.3
 2018 JUL  2   08 58 31.1 38.6507 22.1265   18         1.3
 2018 JUL  2   09 15 03.4 36.6743 21.4075    6         2.2
 2018 JUL  2   12 57 11.7 36.7044 21.3583    8         3.3
 2018 JUL  2   13 03 36.8 36.7285 21.3768    7         2.4
 2018 JUL  2   14 03 04.5 36.6935 21.3675    6         2.0
 2018 JUL  2   14 33 07.0 36.6947 21.3540    7         2.2
 2018 JUL  2   15 15 30.8 41.8717 23.2383    6         2.5
 2018 JUL  2   15 25 32.6 36.1002 23.6050   20         2.1
 2018 JUL  2   17 08 18.6 38.7070 22.8048    9         2.0
 2018 JUL  2   18 58 35.4 39.9515 23.7893    7         1.9
 2018 JUL  2   20 11 05.3 37.5932 23.5600   13         1.1
 2018 JUL  2   20 49 46.0 34.9478 23.2405   15         1.7
 2018 JUL  2   20 50 07.9 36.7053 21.4365    9         2.9
 2018 JUL  2   21 25 07.4 38.2493 22.2155   50         1.4
 2018 JUL  2   21 26 21.0 37.6773 23.5413    9         1.1
 2018 JUL  2   22 02 38.8 35.7653 27.0880   48         3.2
 2018 JUL  2   22 16 10.5 36.8238 21.6038   12         1.5
 2018 JUL  2   22 34 57.6 36.7000 21.4105   11         1.9
 2018 JUL  2   22 38 42.3 38.5760 21.6285   16         1.1
 2018 JUL  2   22 54 43.0 36.7347 21.3637    8         2.5
 2018 JUL  2   23 19 07.9 38.1770 21.9342   12         1.5
 2018 JUL  2   23 25 28.7 37.1782 28.3353    7         3.4
 2018 JUL  2   23 49 23.6 36.6046 20.9857   13         2.6
 2018 JUL  3   00 47 49.3 39.5112 25.8955   10         1.9
 2018 JUL  3   01 23 39.7 39.5710 21.7165   13         1.2
 2018 JUL  3   02 32 40.5 38.1413 21.6282   19         1.5
 2018 JUL  3   02 35 29.4 38.1385 21.6237   25         1.4
 2018 JUL  3   03 15 15.8 38.8455 26.3783   17         2.3
 2018 JUL  3   04 33 57.6 38.2402 22.1372   12         1.4
 2018 JUL  3   06 33 42.0 36.5580 22.8760   11         1.7
 2018 JUL  3   08 09 51.4 37.6935 21.4125    8         2.2
 2018 JUL  3   10 38 09.1 39.1887 22.3457   28         1.5
 2018 JUL  3   13 31 54.9 38.0447 22.0593   55         1.8
 2018 JUL  3   14 57 25.9 40.4253 23.7987   12         1.5
 2018 JUL  3   18 59 08.7 37.5308 20.8838   16         1.9
 2018 JUL  3   19 29 53.8 39.7220 20.9515   17         2.4
 2018 JUL  3   19 41 49.5 39.5003 24.0643   19         1.5
 2018 JUL  3   19 49 32.0 39.9933 22.4553    5         2.1
 2018 JUL  3   19 54 46.8 39.9928 22.4412    6         2.3
 2018 JUL  3   21 00 54.2 36.7180 21.3400    7         2.3
 2018 JUL  3   21 22 42.5 35.1630 27.0722   14         2.8
 2018 JUL  3   21 35 31.4 36.6628 21.3163    6         1.8
 2018 JUL  3   22 27 09.3 36.3821 21.7117   14         3.2
 2018 JUL  3   22 45 58.3 38.2443 20.5590   16         1.5
 2018 JUL  3   22 48 14.0 34.5530 24.8707   23         2.3
 2018 JUL  3   23 09 10.8 40.5403 23.4917    5         2.0
 2018 JUL  3   23 11 35.8 36.4343 21.7563   10         2.9
 2018 JUL  3   23 38 11.4 36.3547 21.6238    2         2.6
 2018 JUL  3   23 55 47.7 36.4442 21.7436   10         2.6
 2018 JUL  4   01 26 15.0 36.3821 21.6623    6         2.3
 2018 JUL  4   02 29 18.1 41.6847 23.7128   16         1.5
 2018 JUL  4   04 11 00.4 38.5000 23.4518    8         2.9
 2018 JUL  4   05 48 03.4 40.9573 22.7502    8         2.5
 2018 JUL  4   08 15 52.6 38.6393 20.6178   10         1.5
 2018 JUL  4   09 38 05.6 39.9895 22.4602    7         2.4
 2018 JUL  4   09 40 11.1 39.2377 21.0443   12         2.1
 2018 JUL  4   10 36 52.4 38.2368 22.0173   14         1.2
 2018 JUL  4   11 54 14.8 38.4802 23.4448   10         1.5
 2018 JUL  4   12 33 51.2 40.1740 25.0528   14         1.4
 2018 JUL  4   12 55 43.1 35.7184 21.9818   25         2.3
 2018 JUL  4   14 09 06.3 38.5783 23.1413   13         1.6
 2018 JUL  4   15 24 00.5 41.5012 19.4132   12         2.4
 2018 JUL  4   15 42 40.6 38.4817 23.4262    9         2.4
 2018 JUL  4   16 35 36.2 34.5555 25.8048   23         3.0
 2018 JUL  4   16 48 10.2 34.7145 23.4657   25         2.3
 2018 JUL  4   17 34 33.5 35.4022 22.8870   16         2.2
 2018 JUL  4   17 45 35.4 35.3878 22.8997   21         2.9
 2018 JUL  4   18 17 05.3 38.3947 20.4515   13         1.7
 2018 JUL  4   19 19 52.9 34.8138 23.2562   20         2.4
 2018 JUL  4   19 30 16.3 40.8713 24.0412    7         1.3
 2018 JUL  4   19 45 45.7 37.6500 22.0983   12         1.9
 2018 JUL  4   19 47 48.0 34.5464 23.1541   14         3.4
 2018 JUL  4   19 52 30.0 37.4963 20.7187   10         2.1
 2018 JUL  4   19 53 47.3 38.2785 22.1313   12         1.4
 2018 JUL  4   20 36 15.8 38.7888 22.7643   15         1.7
 2018 JUL  4   21 18 17.6 38.4063 20.3943   18         1.2
 2018 JUL  4   22 07 11.2 37.1851 23.4302    8         1.5
 2018 JUL  4   22 30 30.9 38.2727 22.1135   10         1.7
 2018 JUL  4   22 32 25.4 38.4007 20.4167   12         2.0
 2018 JUL  4   22 55 12.0 37.1915 23.3377   13         1.4
 2018 JUL  4   23 05 31.5 38.8500 26.4113    8         2.0
 2018 JUL  4   23 21 22.1 39.5215 26.1658   11         2.5
 2018 JUL  4   23 23 20.1 38.4062 20.4495    9         2.2
 2018 JUL  4   23 32 04.2 35.6215 23.2720   13         1.8
 2018 JUL  4   23 45 43.6 36.7473 21.4030    7         2.4
 2018 JUL  5   00 12 56.3 38.3975 20.4408   18         1.0
 2018 JUL  5   01 51 26.3 38.8422 23.4572    5         1.9
 2018 JUL  5   02 24 23.4 39.8044 20.7083   11         3.3
 2018 JUL  5   02 38 48.8 37.2948 23.3815   11         1.3
 2018 JUL  5   03 08 58.1 37.2602 23.5065   10         1.8
 2018 JUL  5   04 24 49.0 41.0918 23.5052   12         2.1
 2018 JUL  5   04 59 06.9 38.2435 22.3373    7         1.8
 2018 JUL  5   05 02 25.3 39.0300 22.0032   16         2.5
 2018 JUL  5   05 07 16.5 39.8110 20.7707    5         2.2
 2018 JUL  5   07 14 27.3 38.3957 20.4557   14         1.4
 2018 JUL  5   09 39 00.1 36.9348 21.3327   17         2.5
 2018 JUL  5   10 18 11.0 38.3927 20.4327   19         1.5
 2018 JUL  5   11 02 09.4 40.4203 23.7395    6         1.7
 2018 JUL  5   11 06 41.1 41.8460 23.1601    6         2.1
 2018 JUL  5   11 34 19.5 34.6990 23.5220   13         2.6
 2018 JUL  5   12 17 44.3 38.5977 22.8433   12         2.0
 2018 JUL  5   12 18 46.3 38.6165 22.8456   14         2.3
 2018 JUL  5   12 26 18.6 38.4118 20.4207   15         1.3
 2018 JUL  5   13 53 10.8 34.2827 23.5043   10         2.9
 2018 JUL  5   14 43 04.4 38.4137 20.2998    8         1.8
 2018 JUL  5   16 20 30.2 38.7747 20.5548    8         1.3
 2018 JUL  5   16 41 39.8 36.5732 21.7805    9         1.6
 2018 JUL  5   18 05 16.0 39.7993 20.7573   10         2.5
 2018 JUL  5   18 40 48.2 38.6463 20.5762    8         2.7
 2018 JUL  5   19 12 06.0 37.3815 21.6908    6         1.8
 2018 JUL  5   19 19 04.8 38.4160 20.3720   12         1.9
 2018 JUL  5   19 39 52.6 38.4005 20.3563   10         1.9
 2018 JUL  5   19 44 51.4 38.4120 20.3930   12         2.1
 2018 JUL  5   20 42 03.7 37.9467 23.4260   10         1.0
 2018 JUL  5   21 00 14.5 36.6275 21.8308    8         1.4
 2018 JUL  5   21 11 13.6 40.8632 23.9973   10         1.2
 2018 JUL  5   21 14 34.0 37.9335 23.4317    8         1.0
 2018 JUL  5   21 14 49.2 35.2813 23.5310   18         1.3
 2018 JUL  5   21 30 19.9 36.5207 22.9383    9         2.4
 2018 JUL  5   21 39 05.2 37.9660 21.2924    9         4.5
 2018 JUL  5   21 42 24.2 38.4003 20.4403    6         2.9
 2018 JUL  5   21 45 03.1 36.1417 23.3270   12         2.3
 2018 JUL  5   21 56 55.8 38.4128 20.3622   12         1.3
 2018 JUL  5   21 58 06.8 37.9860 21.2780   16         1.1
 2018 JUL  5   21 58 55.8 36.1212 23.1720   12         1.2
 2018 JUL  5   22 07 42.2 38.0785 21.2737   16         0.7
 2018 JUL  5   22 27 18.7 38.9253 20.5697   17         2.1
